Dagsetning,Konnun,Flokkur,Prosent,Aths
31-Dec-12,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Dec-12,Capacent (fylgi flokka allir),Píratar,"2,5",
31-Dec-12,Capacent (fylgi flokka allir),Samfylkingin,"19,1",
31-Dec-12,Capacent (fylgi flokka allir),Samstaða,"1,3",
31-Dec-12,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"36,3",
31-Dec-12,Capacent (fylgi flokka allir),Vinstri grænir,"9,1",
17-Jan-13,Fréttablaðið / Stöð 2,Annað,1,
17-Jan-13,Fréttablaðið / Stöð 2,Björt framtíð,"14,4",
17-Jan-13,Fréttablaðið / Stöð 2,Dögun,"1,9",
17-Jan-13,Fréttablaðið / Stöð 2,Framsóknarflokkur,"11,9",
17-Jan-13,Fréttablaðið / Stöð 2,Hægri grænir,"1,9",
17-Jan-13,Fréttablaðið / Stöð 2,Píratar,"0,6",
17-Jan-13,Fréttablaðið / Stöð 2,Samfylkingin,"19,2",
17-Jan-13,Fréttablaðið / Stöð 2,Samstaða,"0,6",
17-Jan-13,Fréttablaðið / Stöð 2,Sjálfstæðisflokkur,"40,7",
17-Jan-13,Fréttablaðið / Stöð 2,Vinstri græn,"7,3",
20-Jan-13,MMR,Aðrir,"1,492060673",
20-Jan-13,MMR,Björt Framtíð,"17,63961247",
20-Jan-13,MMR,Borgarahreyfingin,,
20-Jan-13,MMR,Dögun,"2,226920491",
20-Jan-13,MMR,Framsókn,"14,83034637",
20-Jan-13,MMR,Frjálslyndi flokkurinn,,
20-Jan-13,MMR,Hægri grænir,"2,024894779",
20-Jan-13,MMR,Hreyfingin,,
20-Jan-13,MMR,Lýðræðisvaktin,,
20-Jan-13,MMR,Píratar,,
20-Jan-13,MMR,Samfylking,"17,26956244",
20-Jan-13,MMR,Samstaða,"1,389838784",
20-Jan-13,MMR,Sjálfstæðisflokkur,"34,51780507",
20-Jan-13,MMR,Vinstrihreyfingin grænt framboð,"8,608958927",
31-Jan-13,Capacent (fylgi flokka allir),Aðrir flokkar,"0,4",
31-Jan-13,Capacent (fylgi flokka allir),Björt framtíð,"18,6",
31-Jan-13,Capacent (fylgi flokka allir),Borgarahreyfingin,,
31-Jan-13,Capacent (fylgi flokka allir),Dögun,"2,2",
31-Jan-13,Capacent (fylgi flokka allir),Framsóknarflokkur,"14,2",
31-Jan-13,Capacent (fylgi flokka allir),Frjálslyndir,,
31-Jan-13,Capacent (fylgi flokka allir),Hægri grænir,"2,5",
31-Jan-13,Capacent (fylgi flokka allir),Hreyfingin,,
31-Jan-13,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Jan-13,Capacent (fylgi flokka allir),Píratar,"2,1",
31-Jan-13,Capacent (fylgi flokka allir),Samfylkingin,"15,6",
31-Jan-13,Capacent (fylgi flokka allir),Samstaða,1,
31-Jan-13,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"35,5",
31-Jan-13,Capacent (fylgi flokka allir),Vinstri grænir,"7,9",
31-Jan-13,Fréttablaðið / Stöð 2,Annað,"0,2",
31-Jan-13,Fréttablaðið / Stöð 2,Björt framtíð,"16,4",
31-Jan-13,Fréttablaðið / Stöð 2,Dögun,"1,5",
31-Jan-13,Fréttablaðið / Stöð 2,Framsóknarflokkur,"20,8",
31-Jan-13,Fréttablaðið / Stöð 2,Hægri grænir,"4,3",
31-Jan-13,Fréttablaðið / Stöð 2,Píratar,"0,9",
31-Jan-13,Fréttablaðið / Stöð 2,Samfylkingin,"11,9",
31-Jan-13,Fréttablaðið / Stöð 2,Sjálfstæðisflokkur,32,
31-Jan-13,Fréttablaðið / Stöð 2,Vinstri græn,"11,4",
6-Feb-13,MMR,Aðrir,"0,716628091",
6-Feb-13,MMR,Björt Framtíð,"17,8219182",
6-Feb-13,MMR,Borgarahreyfingin,,
6-Feb-13,MMR,Dögun,"0,907300206",
6-Feb-13,MMR,Framsókn,"19,49477344",
6-Feb-13,MMR,Frjálslyndi flokkurinn,,
6-Feb-13,MMR,Hægri grænir,"1,845768843",
6-Feb-13,MMR,Hreyfingin,,
6-Feb-13,MMR,Lýðræðisvaktin,,
6-Feb-13,MMR,Píratar,"0,727347158",
6-Feb-13,MMR,Samfylking,"16,16631632",
6-Feb-13,MMR,Samstaða,"0,6758808",
6-Feb-13,MMR,Sjálfstæðisflokkur,"32,99922352",
6-Feb-13,MMR,Vinstrihreyfingin grænt framboð,"8,64484343",
21-Feb-13,MMR,Aðrir,"2,97324294",
21-Feb-13,MMR,Björt Framtíð,"15,28262087",
21-Feb-13,MMR,Borgarahreyfingin,,
21-Feb-13,MMR,Dögun,"2,166590784",
21-Feb-13,MMR,Framsókn,"23,81402932",
21-Feb-13,MMR,Frjálslyndi flokkurinn,,
21-Feb-13,MMR,Hægri grænir,"2,473365755",
21-Feb-13,MMR,Hreyfingin,,
21-Feb-13,MMR,Lýðræðisvaktin,,
21-Feb-13,MMR,Píratar,"2,417649035",
21-Feb-13,MMR,Samfylking,"12,80469437",
21-Feb-13,MMR,Samstaða,,
21-Feb-13,MMR,Sjálfstæðisflokkur,"28,525099",
21-Feb-13,MMR,Vinstrihreyfingin grænt framboð,"9,542707928",
28-Feb-13,Capacent (fylgi flokka allir),Aðrir flokkar,"1,5",
28-Feb-13,Capacent (fylgi flokka allir),Björt framtíð,"16,2",
28-Feb-13,Capacent (fylgi flokka allir),Borgarahreyfingin,,
28-Feb-13,Capacent (fylgi flokka allir),Dögun,"1,3",
28-Feb-13,Capacent (fylgi flokka allir),Framsóknarflokkur,"22,1",
28-Feb-13,Capacent (fylgi flokka allir),Frjálslyndir,,
28-Feb-13,Capacent (fylgi flokka allir),Hægri grænir,"3,2",
28-Feb-13,Capacent (fylgi flokka allir),Hreyfingin,,
28-Feb-13,Capacent (fylgi flokka allir),Lýðræðisvaktin,"0,9",
28-Feb-13,Capacent (fylgi flokka allir),Píratar,"2,3",
28-Feb-13,Capacent (fylgi flokka allir),Samfylkingin,"15,4",
28-Feb-13,Capacent (fylgi flokka allir),Samstaða,,
28-Feb-13,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"29,7",
28-Feb-13,Capacent (fylgi flokka allir),Vinstri grænir,"7,4",
28-Feb-13,Fréttablaðið / Stöð 2,Annað,"2,3",
28-Feb-13,Fréttablaðið / Stöð 2,Björt framtíð,"8,7",
28-Feb-13,Fréttablaðið / Stöð 2,Dögun,2,
28-Feb-13,Fréttablaðið / Stöð 2,Framsóknarflokkur,"26,1",
28-Feb-13,Fréttablaðið / Stöð 2,Hægri grænir,"2,6",
28-Feb-13,Fréttablaðið / Stöð 2,Lýðræðisvaktin,"2,6",
28-Feb-13,Fréttablaðið / Stöð 2,Píratar,"1,5",
28-Feb-13,Fréttablaðið / Stöð 2,Samfylkingin,"12,8",
28-Feb-13,Fréttablaðið / Stöð 2,Sjálfstæðisflokkur,29,
28-Feb-13,Fréttablaðið / Stöð 2,Vinstri græn,"11,8",
13-Mar-13,MMR,Aðrir,"2,047822133",
13-Mar-13,MMR,Björt Framtíð,"15,18845887",
13-Mar-13,MMR,Borgarahreyfingin,,
13-Mar-13,MMR,Dögun,"1,935218465",
13-Mar-13,MMR,Framsókn,"25,91016829",
13-Mar-13,MMR,Frjálslyndi flokkurinn,,
13-Mar-13,MMR,Hægri grænir,"2,129964278",
13-Mar-13,MMR,Hreyfingin,,
13-Mar-13,MMR,Lýðræðisvaktin,,
13-Mar-13,MMR,Píratar,"3,56650927",
13-Mar-13,MMR,Samfylking,"12,44234588",
13-Mar-13,MMR,Samstaða,,
13-Mar-13,MMR,Sjálfstæðisflokkur,"27,21923952",
13-Mar-13,MMR,Vinstrihreyfingin grænt framboð,"9,560273291",
14-Mar-13,Capacent (fylgi flokka allir),Aðrir flokkar,1,
14-Mar-13,Capacent (fylgi flokka allir),Björt framtíð,"13,2",
14-Mar-13,Capacent (fylgi flokka allir),Borgarahreyfingin,,
14-Mar-13,Capacent (fylgi flokka allir),Dögun,"0,7",
14-Mar-13,Capacent (fylgi flokka allir),Framsóknarflokkur,"25,5",
14-Mar-13,Capacent (fylgi flokka allir),Frjálslyndir,,
14-Mar-13,Capacent (fylgi flokka allir),Hægri grænir,"2,8",
14-Mar-13,Capacent (fylgi flokka allir),Hreyfingin,,
14-Mar-13,Capacent (fylgi flokka allir),Lýðræðisvaktin,"3,3",
14-Mar-13,Capacent (fylgi flokka allir),Píratar,"3,8",
14-Mar-13,Capacent (fylgi flokka allir),Samfylkingin,14,
14-Mar-13,Capacent (fylgi flokka allir),Samstaða,,
14-Mar-13,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"26,8",
14-Mar-13,Capacent (fylgi flokka allir),Vinstri grænir,"8,9",
16-Mar-13,Fréttablaðið / Stöð 2,Björt framtíð,"9,1",
16-Mar-13,Fréttablaðið / Stöð 2,Dögun,"1,6",
16-Mar-13,Fréttablaðið / Stöð 2,Framfaraflokkurinn,1,
16-Mar-13,Fréttablaðið / Stöð 2,Framsóknarflokkur,"31,9",
16-Mar-13,Fréttablaðið / Stöð 2,Hægri grænir,"2,4",
16-Mar-13,Fréttablaðið / Stöð 2,Lýðræðishreyfingin,1,
16-Mar-13,Fréttablaðið / Stöð 2,Lýðræðisvaktin,"1,4",
16-Mar-13,Fréttablaðið / Stöð 2,Píratar,"1,8",
16-Mar-13,Fréttablaðið / Stöð 2,Samfylkingin,"13,8",
16-Mar-13,Fréttablaðið / Stöð 2,Sjálfstæðisflokkur,"27,6",
16-Mar-13,Fréttablaðið / Stöð 2,Vinstri græn,"7,1",
26-Mar-13,MMR,Alþýðufylkingin,"0,4",
26-Mar-13,MMR,Annað,"0,8",
26-Mar-13,MMR,Björt framtíð,12,
26-Mar-13,MMR,Dögun,"1,7",
26-Mar-13,MMR,Flokkur heimilanna,"0,5",
26-Mar-13,MMR,Framsóknarflokkur,"29,5",
26-Mar-13,MMR,Hægri grænir,"2,5",
26-Mar-13,MMR,Landsbyggðarflokkurinn,"0,7",
26-Mar-13,MMR,Lýðræðisvaktin,"1,7",
26-Mar-13,MMR,Píratar,"3,9",
26-Mar-13,MMR,Regnboginn,"0,8",
26-Mar-13,MMR,Samfylkingin,"12,5",
26-Mar-13,MMR,Sjálfstæðisflokkur,"24,4",
26-Mar-13,MMR,Vinstri græn,"8,7",
28-Mar-13,Félagsvísindast. f. Morgunblaðið,Alþýðufylkingin,0,
28-Mar-13,Félagsvísindast. f. Morgunblaðið,Annað,"3,8",
28-Mar-13,Félagsvísindast. f. Morgunblaðið,Björt framtíð,"11,4",
28-Mar-13,Félagsvísindast. f. Morgunblaðið,Dögun,"1,4",
28-Mar-13,Félagsvísindast. f. Morgunblaðið,Framsóknarflokkur,"28,5",
28-Mar-13,Félagsvísindast. f. Morgunblaðið,Hægri grænir,"2,1",
28-Mar-13,Félagsvísindast. f. Morgunblaðið,Lýðræðisvaktin,"2,6",
28-Mar-13,Félagsvísindast. f. Morgunblaðið,Píratar,"3,3",
28-Mar-13,Félagsvísindast. f. Morgunblaðið,Samfylkingin,"12,8",
28-Mar-13,Félagsvísindast. f. Morgunblaðið,Sjálfstæðisflokkur,"26,1",
28-Mar-13,Félagsvísindast. f. Morgunblaðið,Vinstri græn,8,
2-Apr-13,Capacent (fylgi flokka allir),Aðrir flokkar,2,
2-Apr-13,Capacent (fylgi flokka allir),Björt framtíð,"12,7",
2-Apr-13,Capacent (fylgi flokka allir),Borgarahreyfingin,,
2-Apr-13,Capacent (fylgi flokka allir),Dögun,"1,5",
2-Apr-13,Capacent (fylgi flokka allir),Framsóknarflokkur,"28,3",
2-Apr-13,Capacent (fylgi flokka allir),Frjálslyndir,,
2-Apr-13,Capacent (fylgi flokka allir),Hægri grænir,"2,1",
2-Apr-13,Capacent (fylgi flokka allir),Hreyfingin,,
2-Apr-13,Capacent (fylgi flokka allir),Lýðræðisvaktin,"3,1",
2-Apr-13,Capacent (fylgi flokka allir),Píratar,"4,4",
2-Apr-13,Capacent (fylgi flokka allir),Samfylkingin,15,
2-Apr-13,Capacent (fylgi flokka allir),Samstaða,,
2-Apr-13,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"22,4",
2-Apr-13,Capacent (fylgi flokka allir),Vinstri grænir,"8,5",
5-Apr-13,Fréttablaðið / Stöð 2,Björt framtíð,"8,3",
5-Apr-13,Fréttablaðið / Stöð 2,Dögun,"0,6",
5-Apr-13,Fréttablaðið / Stöð 2,Flokkur heimilanna,"2,6",
5-Apr-13,Fréttablaðið / Stöð 2,Framfaraflokkurinn,"1,4",
5-Apr-13,Fréttablaðið / Stöð 2,Framsóknarflokkur,40,
5-Apr-13,Fréttablaðið / Stöð 2,Hægri grænir,"3,5",
5-Apr-13,Fréttablaðið / Stöð 2,Húmanistaflokkurinn,"0,6",
5-Apr-13,Fréttablaðið / Stöð 2,Lýðræðisvaktin,"2,8",
5-Apr-13,Fréttablaðið / Stöð 2,Píratar,"5,6",
5-Apr-13,Fréttablaðið / Stöð 2,Regnboginn,"0,4",
5-Apr-13,Fréttablaðið / Stöð 2,Samfylkingin,"9,5",
5-Apr-13,Fréttablaðið / Stöð 2,Sjálfstæðisflokkur,"17,8",
5-Apr-13,Fréttablaðið / Stöð 2,Vinstri græn,"5,6",
9-Apr-13,MMR,Alþýðufylkingin,"0,4",
9-Apr-13,MMR,Annað,"0,3",
9-Apr-13,MMR,Björt framtíð,"9,2",
9-Apr-13,MMR,Dögun,"1,9",
9-Apr-13,MMR,Flokkur heimilanna,1,
9-Apr-13,MMR,Framsóknarflokkur,"30,2",
9-Apr-13,MMR,Hægri grænir,"2,2",
9-Apr-13,MMR,Húmanistaflokkurinn,"0,5",
9-Apr-13,MMR,Landsbyggðarflokkurinn,"0,5",
9-Apr-13,MMR,Lýðræðisvaktin,"3,6",
9-Apr-13,MMR,Píratar,"7,8",
9-Apr-13,MMR,Regnboginn,"0,3",
9-Apr-13,MMR,Samfylkingin,"12,7",
9-Apr-13,MMR,Sjálfstæðisflokkur,"21,2",
9-Apr-13,MMR,Vinstri græn,"8,1",
10-Apr-13,Félagsvísindast. f. Morgunblaðið,Annað,"3,3",
10-Apr-13,Félagsvísindast. f. Morgunblaðið,Björt framtíð,"10,9",
10-Apr-13,Félagsvísindast. f. Morgunblaðið,Dögun,"1,4",
10-Apr-13,Félagsvísindast. f. Morgunblaðið,Flokkur heimilanna,"1,9",
10-Apr-13,Félagsvísindast. f. Morgunblaðið,Framsóknarflokkur,"30,9",
10-Apr-13,Félagsvísindast. f. Morgunblaðið,Hægri grænir,"2,7",
10-Apr-13,Félagsvísindast. f. Morgunblaðið,Lýðræðisvaktin,3,
10-Apr-13,Félagsvísindast. f. Morgunblaðið,Píratar,"5,6",
10-Apr-13,Félagsvísindast. f. Morgunblaðið,Samfylkingin,"12,6",
10-Apr-13,Félagsvísindast. f. Morgunblaðið,Sjálfstæðisflokkur,"18,9",
10-Apr-13,Félagsvísindast. f. Morgunblaðið,Vinstri græn,"8,8",
11-Apr-13,Capacent (fylgi flokka allir),Aðrir flokkar,"3,4",
11-Apr-13,Capacent (fylgi flokka allir),Björt framtíð,10,
11-Apr-13,Capacent (fylgi flokka allir),Borgarahreyfingin,,
11-Apr-13,Capacent (fylgi flokka allir),Dögun,"2,5",
11-Apr-13,Capacent (fylgi flokka allir),Framsóknarflokkur,"29,6",
11-Apr-13,Capacent (fylgi flokka allir),Frjálslyndir,,
11-Apr-13,Capacent (fylgi flokka allir),Hægri grænir,"2,7",
11-Apr-13,Capacent (fylgi flokka allir),Hreyfingin,,
11-Apr-13,Capacent (fylgi flokka allir),Lýðræðisvaktin,"3,7",
11-Apr-13,Capacent (fylgi flokka allir),Píratar,"6,6",
11-Apr-13,Capacent (fylgi flokka allir),Samfylkingin,"11,8",
11-Apr-13,Capacent (fylgi flokka allir),Samstaða,,
11-Apr-13,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"22,2",
11-Apr-13,Capacent (fylgi flokka allir),Vinstri grænir,"7,4",
15-Apr-13,MMR,Alþýðufylkingin,"0,1",
15-Apr-13,MMR,Björt framtíð,"9,5",
15-Apr-13,MMR,Dögun,"3,6",
15-Apr-13,MMR,Flokkur heimilanna,"0,6",
15-Apr-13,MMR,Framsóknarflokkur,"32,7",
15-Apr-13,MMR,Hægri grænir,1,
15-Apr-13,MMR,Landsbyggðarflokkurinn,"0,6",
15-Apr-13,MMR,Lýðræðisvaktin,3,
15-Apr-13,MMR,Píratar,9,
15-Apr-13,MMR,Samfylkingin,"10,4",
15-Apr-13,MMR,Sjálfstæðisflokkur,"22,9",
15-Apr-13,MMR,Vinstri græn,"6,7",
17-Apr-13,Fréttablaðið / Stöð 2,Björt framtíð,"6,5",
17-Apr-13,Fréttablaðið / Stöð 2,Dögun,3,
17-Apr-13,Fréttablaðið / Stöð 2,Flokkur heimilanna,"2,4",
17-Apr-13,Fréttablaðið / Stöð 2,Framsóknarflokkur,"30,3",
17-Apr-13,Fréttablaðið / Stöð 2,Hægri grænir,"0,8",
17-Apr-13,Fréttablaðið / Stöð 2,Lýðræðisvaktin,"1,7",
17-Apr-13,Fréttablaðið / Stöð 2,Píratar,"5,6",
17-Apr-13,Fréttablaðið / Stöð 2,Samfylkingin,"13,7",
17-Apr-13,Fréttablaðið / Stöð 2,Sjálfstæðisflokkur,"26,9",
17-Apr-13,Fréttablaðið / Stöð 2,Vinstri græn,"7,9",
18-Apr-13,Capacent (fylgi flokka allir),Aðrir flokkar,2,
18-Apr-13,Capacent (fylgi flokka allir),Björt framtíð,8,
18-Apr-13,Capacent (fylgi flokka allir),Borgarahreyfingin,,
18-Apr-13,Capacent (fylgi flokka allir),Dögun,3,
18-Apr-13,Capacent (fylgi flokka allir),Framsóknarflokkur,"26,7",
18-Apr-13,Capacent (fylgi flokka allir),Frjálslyndir,,
18-Apr-13,Capacent (fylgi flokka allir),Hægri grænir,"1,2",
18-Apr-13,Capacent (fylgi flokka allir),Hreyfingin,,
18-Apr-13,Capacent (fylgi flokka allir),Lýðræðisvaktin,"2,6",
18-Apr-13,Capacent (fylgi flokka allir),Píratar,"8,4",
18-Apr-13,Capacent (fylgi flokka allir),Samfylkingin,"15,2",
18-Apr-13,Capacent (fylgi flokka allir),Samstaða,,
18-Apr-13,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"24,1",
18-Apr-13,Capacent (fylgi flokka allir),Vinstri grænir,"8,8",
18-Apr-13,MMR,Alþýðufylkingin,"0,6",
18-Apr-13,MMR,Annað,"0,5",
18-Apr-13,MMR,Björt framtíð,"8,3",
18-Apr-13,MMR,Dögun,"3,6",
18-Apr-13,MMR,Flokkur heimilanna,"0,8",
18-Apr-13,MMR,Framsóknarflokkur,"25,6",
18-Apr-13,MMR,Hægri grænir,"1,7",
18-Apr-13,MMR,Húmanistaflokkurinn,"0,1",
18-Apr-13,MMR,Landsbyggðarflokkurinn,"0,2",
18-Apr-13,MMR,Lýðræðisvaktin,"2,2",
18-Apr-13,MMR,Píratar,"6,7",
18-Apr-13,MMR,Regnboginn,"0,4",
18-Apr-13,MMR,Samfylkingin,"13,5",
18-Apr-13,MMR,Sjálfstæðisflokkur,"27,5",
18-Apr-13,MMR,Vinstri græn,"8,1",
19-Apr-13,Félagsvísindast. f. Morgunblaðið,Annað,"2,3",
19-Apr-13,Félagsvísindast. f. Morgunblaðið,Björt framtíð,"7,4",
19-Apr-13,Félagsvísindast. f. Morgunblaðið,Dögun,3,
19-Apr-13,Félagsvísindast. f. Morgunblaðið,Flokkur heimilanna,"2,2",
19-Apr-13,Félagsvísindast. f. Morgunblaðið,Framsóknarflokkur,"28,1",
19-Apr-13,Félagsvísindast. f. Morgunblaðið,Hægri grænir,"1,6",
19-Apr-13,Félagsvísindast. f. Morgunblaðið,Lýðræðisvaktin,"3,3",
19-Apr-13,Félagsvísindast. f. Morgunblaðið,Píratar,"6,3",
19-Apr-13,Félagsvísindast. f. Morgunblaðið,Samfylkingin,"12,2",
19-Apr-13,Félagsvísindast. f. Morgunblaðið,Sjálfstæðisflokkur,"24,4",
19-Apr-13,Félagsvísindast. f. Morgunblaðið,Vinstri græn,"9,3",
24-Apr-13,Fréttablaðið / Stöð 2,Björt framtíð,"8,1",
24-Apr-13,Fréttablaðið / Stöð 2,Dögun,"2,4",
24-Apr-13,Fréttablaðið / Stöð 2,Flokkur heimilanna,"2,5",
24-Apr-13,Fréttablaðið / Stöð 2,Framsóknarflokkur,"25,9",
24-Apr-13,Fréttablaðið / Stöð 2,Hægri grænir,"2,5",
24-Apr-13,Fréttablaðið / Stöð 2,Húmanistaflokkurinn,"0,1",
24-Apr-13,Fréttablaðið / Stöð 2,Landsbyggðarflokkurinn,"0,1",
24-Apr-13,Fréttablaðið / Stöð 2,Lýðræðisvaktin,"2,6",
24-Apr-13,Fréttablaðið / Stöð 2,Píratar,"6,3",
24-Apr-13,Fréttablaðið / Stöð 2,Regnboginn,"0,7",
24-Apr-13,Fréttablaðið / Stöð 2,Samfylkingin,"13,3",
24-Apr-13,Fréttablaðið / Stöð 2,Sjálfstæðisflokkur,"23,8",
24-Apr-13,Fréttablaðið / Stöð 2,Vinstri græn,"10,4",
25-Apr-13,Félagsvísindast. f. Morgunblaðið,Annað,"2,7",
25-Apr-13,Félagsvísindast. f. Morgunblaðið,Björt framtíð,"7,3",
25-Apr-13,Félagsvísindast. f. Morgunblaðið,Dögun,"3,2",
25-Apr-13,Félagsvísindast. f. Morgunblaðið,Flokkur heimilanna,"1,4",
25-Apr-13,Félagsvísindast. f. Morgunblaðið,Framsóknarflokkur,"24,4",
25-Apr-13,Félagsvísindast. f. Morgunblaðið,Hægri grænir,"2,8",
25-Apr-13,Félagsvísindast. f. Morgunblaðið,Lýðræðisvaktin,"2,6",
25-Apr-13,Félagsvísindast. f. Morgunblaðið,Píratar,"6,4",
25-Apr-13,Félagsvísindast. f. Morgunblaðið,Samfylkingin,"13,6",
25-Apr-13,Félagsvísindast. f. Morgunblaðið,Sjálfstæðisflokkur,"24,8",
25-Apr-13,Félagsvísindast. f. Morgunblaðið,Vinstri græn,"10,8",
25-Apr-13,Fréttablaðið / Stöð 2,Annað,"8,5",
25-Apr-13,Fréttablaðið / Stöð 2,Björt framtíð,"7,7",
25-Apr-13,Fréttablaðið / Stöð 2,Dögun,3,
25-Apr-13,Fréttablaðið / Stöð 2,Framsóknarflokkur,"25,6",
25-Apr-13,Fréttablaðið / Stöð 2,Píratar,"6,4",
25-Apr-13,Fréttablaðið / Stöð 2,Samfylkingin,"14,8",
25-Apr-13,Fréttablaðið / Stöð 2,Sjálfstæðisflokkur,23,
25-Apr-13,Fréttablaðið / Stöð 2,Vinstri græn,11,
25-Apr-13,MMR,Annað,"1,6",
25-Apr-13,MMR,Björt framtíð,"7,7",
25-Apr-13,MMR,Dögun,"2,9",
25-Apr-13,MMR,Flokkur heimilanna,"1,8",
25-Apr-13,MMR,Framsóknarflokkur,"22,4",
25-Apr-13,MMR,Hægri grænir,"1,3",
25-Apr-13,MMR,Lýðræðisvaktin,"3,5",
25-Apr-13,MMR,Píratar,"7,5",
25-Apr-13,MMR,Samfylkingin,13,
25-Apr-13,MMR,Sjálfstæðisflokkur,"26,7",
25-Apr-13,MMR,Vinstri græn,"11,6",
26-Apr-13,Capacent-Gallup,Annað,"0,8",
26-Apr-13,Capacent-Gallup,Björt framtíð,"6,6",
26-Apr-13,Capacent-Gallup,Dögun,"2,6",
26-Apr-13,Capacent-Gallup,Flokkur heimilanna,"1,3",
26-Apr-13,Capacent-Gallup,Framsóknarflokkur,"24,7",
26-Apr-13,Capacent-Gallup,Hægri grænir,"2,6",
26-Apr-13,Capacent-Gallup,Lýðræðisvaktin,"2,8",
26-Apr-13,Capacent-Gallup,Píratar,"6,1",
26-Apr-13,Capacent-Gallup,Samfylkingin,"14,6",
26-Apr-13,Capacent-Gallup,Sjálfstæðisflokkur,"27,9",
26-Apr-13,Capacent-Gallup,Vinstri græn,10,
27-Apr-13,MMR,Aðrir,"4,508175036",Kosningar
27-Apr-13,MMR,Björt Framtíð,"8,24540981",Kosningar
27-Apr-13,MMR,Borgarahreyfingin,,Kosningar
27-Apr-13,MMR,Dögun,"3,098047516",Kosningar
27-Apr-13,MMR,Framsókn,"24,4314514",Kosningar
27-Apr-13,MMR,Frjálslyndi flokkurinn,,Kosningar
27-Apr-13,MMR,Hægri grænir,"1,72601725",Kosningar
27-Apr-13,MMR,Hreyfingin,,Kosningar
27-Apr-13,MMR,Lýðræðisvaktin,"2,464680671",Kosningar
27-Apr-13,MMR,Píratar,"5,104502884",Kosningar
27-Apr-13,MMR,Samfylking,"12,85359014",Kosningar
27-Apr-13,MMR,Samstaða,,Kosningar
27-Apr-13,MMR,Sjálfstæðisflokkur,"26,69665062",Kosningar
27-Apr-13,MMR,Vinstrihreyfingin grænt framboð,"10,87147468",Kosningar
17-May-13,MMR,Aðrir,"3,306567811",
17-May-13,MMR,Björt Framtíð,"11,25364973",
17-May-13,MMR,Borgarahreyfingin,,
17-May-13,MMR,Dögun,"3,81276923",
17-May-13,MMR,Framsókn,"19,87981947",
17-May-13,MMR,Frjálslyndi flokkurinn,,
17-May-13,MMR,Hægri grænir,"1,401965252",
17-May-13,MMR,Hreyfingin,,
17-May-13,MMR,Lýðræðisvaktin,"1,565073117",
17-May-13,MMR,Píratar,"6,487936075",
17-May-13,MMR,Samfylking,"11,74783764",
17-May-13,MMR,Samstaða,,
17-May-13,MMR,Sjálfstæðisflokkur,"28,44089223",
17-May-13,MMR,Vinstrihreyfingin grænt framboð,"12,10348945",
31-May-13,Capacent (fylgi flokka allir),Aðrir flokkar,"2,4",
31-May-13,Capacent (fylgi flokka allir),Björt framtíð,"9,6",
31-May-13,Capacent (fylgi flokka allir),Borgarahreyfingin,,
31-May-13,Capacent (fylgi flokka allir),Dögun,"2,8",
31-May-13,Capacent (fylgi flokka allir),Framsóknarflokkur,"21,4",
31-May-13,Capacent (fylgi flokka allir),Frjálslyndir,,
31-May-13,Capacent (fylgi flokka allir),Hægri grænir,"1,6",
31-May-13,Capacent (fylgi flokka allir),Hreyfingin,,
31-May-13,Capacent (fylgi flokka allir),Lýðræðisvaktin,"1,9",
31-May-13,Capacent (fylgi flokka allir),Píratar,"5,9",
31-May-13,Capacent (fylgi flokka allir),Samfylkingin,"15,5",
31-May-13,Capacent (fylgi flokka allir),Samstaða,,
31-May-13,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,26,
31-May-13,Capacent (fylgi flokka allir),Vinstri grænir,"12,9",
1-Jun-13,MMR,Aðrir,"1,607752466",
1-Jun-13,MMR,Björt Framtíð,"11,24372073",
1-Jun-13,MMR,Borgarahreyfingin,,
1-Jun-13,MMR,Dögun,"2,682452828",
1-Jun-13,MMR,Framsókn,"21,19743985",
1-Jun-13,MMR,Frjálslyndi flokkurinn,,
1-Jun-13,MMR,Hægri grænir,"1,236288955",
1-Jun-13,MMR,Hreyfingin,,
1-Jun-13,MMR,Lýðræðisvaktin,"1,662552172",
1-Jun-13,MMR,Píratar,"6,614234532",
1-Jun-13,MMR,Samfylking,"11,73907656",
1-Jun-13,MMR,Samstaða,,
1-Jun-13,MMR,Sjálfstæðisflokkur,"28,20308939",
1-Jun-13,MMR,Vinstrihreyfingin grænt framboð,"13,81339252",
18-Jun-13,MMR,Aðrir,"1,916925198",
18-Jun-13,MMR,Björt Framtíð,"12,45832204",
18-Jun-13,MMR,Borgarahreyfingin,,
18-Jun-13,MMR,Dögun,"2,035869498",
18-Jun-13,MMR,Framsókn,"19,94823265",
18-Jun-13,MMR,Frjálslyndi flokkurinn,,
18-Jun-13,MMR,Hægri grænir,"1,768299682",
18-Jun-13,MMR,Hreyfingin,,
18-Jun-13,MMR,Lýðræðisvaktin,"1,014590426",
